id;address;region;latitude;longitude
868;via Keplero 2;Lombardy;45.4927761;9.1986747
869;strada Vignolese 58;Emilia-Romagna;44.6385154;10.9317202
870;via Bison 34;Veneto;45.6657037;12.2694684
871;via Marzani 12;Apulia;39.9605998;18.0949717
872;via Molinaccio 175;Emilia-Romagna;44.3563303;12.0790469
873;piazza San Gregorio 11;Lombardy;45.6342851;8.8885789
874;via Risaie 1/2;Veneto;45.3582872;11.3722576
875;via del Fosso 94;Tuscany;43.845482;10.5099867
876;via San Francesco d'Assisi 23;Veneto;45.573861;10.7087332
877;via dei Ronchi 2;Emilia-Romagna;44.9252;10.3238
878;via Nuoro 138;Sardinia;40.2820831;9.3981735
879;piazza Lido di Pegli 5 r;Liguria;44.4244336;8.8030746
880;via Castello 20;Lombardy;45.6362576;9.8715528
881;via Nizza 41 r;Liguria;44.2897252;8.4522782
882;piazza San Francesco 16;Campania;40.6473325;14.7008928
883;via Gaspare Rosales 4;Lombardy;45.4813727;9.1885426
884;strada del Palazzo Due Torri 3;Emilia-Romagna;45.01682;10.09015
885;contrada Tenda;Campania;40.2279;15.2663
886;località Madonna degli Angeli;Lazio;42.38539;12.49531
887;corso Sant'Agata 11;Campania;40.6080396;14.3739151
888;via Corio 3;Lombardy;45.4516365;9.2049095
889;via dei Banchi Vecchi 129/a;Lazio;41.8978194;12.4674879
890;viale Allegri 7;Emilia-Romagna;44.7014855;10.6290278
891;via Centese 33;Emilia-Romagna;44.6413484;11.3514356
892;contrada Pastini 4;Abruzzo;42.3695627;13.9082727
893;via Carrobbio 19;Lombardy;45.8160579;8.8255379
894;via fratelli Kennedy 27/b;Sardinia;40.5543305;8.3173972
895;via Savona 10;Lombardy;45.4556132;9.1685852
896;viale A. Morin 67;Tuscany;43.9639;10.1748
897;via Luigi Serio 8, SS 145 Sorrentina km 14,500;Campania;40.6828161;14.4414406
898;via Posillipo 16 b/c;Campania;40.8563;14.2464
899;via Bertolda 27, località Bornio;Veneto;45.0792259;11.6606957
900;via Giorgio Vasari 1;Lombardy;45.4522019;9.2055171
901;via Sauris di Sotto 38;Friuli – Venezia Giulia;46.4515902;12.7630305
902;via Aga Khan 1, Promenade du Port;Sardinia;41.1345599;9.5380766
903;via Divisione Julia 14;Friuli – Venezia Giulia;45.9451002;13.1774485
904;piazza della Cancelleria 80;Lazio;41.8962865;12.4722326
905;via Bonomo Alto - Scauri;Sicily;36.7587299;11.9864305
906;località Lo Sbarcatello;Tuscany;42.4017;11.2052
907;piazzetta Ambasciatori del Gusto 1;Lombardy;45.0079;10.9838
908;via Piranesi 10;Lombardy;45.4605777;9.2259716
909;via Fontana 134;Veneto;45.896977;12.0885596
910;strada Sant'Uffizio 1;Piedmont;45.0272072;8.277542
911;via Vittorio Veneto 15;Liguria;44.1492479;8.2828659
912;Passeggiata Marconi 5;Liguria;43.7894598;7.6028777
913;via Giosuè Carducci 19;Marche;43.7168632;13.2173917
914;via Piovega 30, località Farra;Veneto;45.8145906;11.8721888
915;via Silvio Pellico 54;Friuli – Venezia Giulia;45.9729959;12.5859376
916;località Punta Karace 7;Sicily;38.0095;12.6956
917;corso Vittorio Emanuele II 250;Lazio;42.1317779;12.1267304
918;via Gian Francesco Parravicini 34;Lombardy;45.5837644;9.2705406
919;via Anfiteatro Laterizio 92;Campania;40.924283;14.5246554
920;via Calapitrulli 13;Sicily;37.8525081;15.2883812
921;via Judica 21/23;Sicily;38.1167921;13.3563249
922;via Napoli 11;Friuli – Venezia Giulia;45.7992365;13.5334351
923;via Nazionale 30, località San Giorgio al Tagliamento;Veneto;45.7803185;12.9788726
924;via Marconi 47;Sardinia;39.1468896;8.3071598
925;via Manzoni 31;Lombardy;45.5801265;9.1580991
926;via Roma 2;Liguria;44.3032326;9.2091283
927;via Croce di Città 25;Aosta Valley;45.7362794;7.3171071
928;corso Concordia 8;Lombardy;45.4676774;9.2084793
929;via dei Palchetti 6 r;Tuscany;43.7716039;11.2493033
930;piazza Annunziata 7;Campania;40.5895;14.3381
931;piazza Garibaldi 52;Piedmont;44.7720373;8.3544353
932;via Michele Coppino 56;Tuscany;43.8651309;10.2531064
933;via Porto Vecchio 28;Lombardy;45.4711501;10.5400828
934;Alzaia Naviglio Pavese 256;Lombardy;45.4266957;9.1695858
935;viale Piave 5;Piedmont;44.8994068;8.8626637
936;Via Spiaggie Rosse, località Mazzotta;Calabria;38.9584;17.0924
937;via Vittorio Amedeo 55;Sicily;37.9843194;13.6935955
938;via Noalese 124;Veneto;45.5072716;12.0307273
939;via dei Mille 24;Piedmont;45.0625366;7.6872895
940;via Vincenzo Maggio 5;Campania;40.6095992;14.3417739
941;via Cenischia 9;Piedmont;45.0709255;7.6428922
942;Via Costa 18;Liguria;44.3001206;9.3773319
943;corso Vercelli 117;Piedmont;45.606321;8.371787
944;via Necchi 3/5, fraz. Molino Isella;Lombardy;45.2653147;8.9251437
945;via Cesare Da Sesto 1;Lombardy;45.4568517;9.1738321
946;via Carlo Goldoni 36;Lombardy;45.4692946;9.2175397
947;SP 583 - Località Bagnana 96;Lombardy;45.9441;9.1849
948;via San Pietro in Lama 23;Apulia;40.3406184;18.1548237
949;via Garda 3;Trentino – Alto Adige/Südtirol;46.0453269;10.95229
950;via Antonio Mazza 30;Campania;40.6776941;14.7603322
951;via San Vito 97;Apulia;40.9961937;17.2171632
952;via Settevalli 217;Umbria;42.6493483;12.5172837
953;Località Lomellina 26;Piedmont;44.7096203;8.7912191
954;piazza Bellini 13;Lazio;41.6737818;12.497964
955;via Brezici 22;Friuli – Venezia Giulia;45.9089;13.5794
956;SP233 Varesina 1;Lombardy;45.6035643;9.0220292
957;via Vespucci 13/n;Campania;40.5831697;14.352994
958;via Grotte dell'Incanto 51;Campania;40.6283;14.4843
959;piazza Santa Elisabetta 3;Tuscany;43.7716818;11.2559546
960;Via Casilina 315;Lazio;41.7750475;12.9303733
961;via del Bovaro 2;Umbria;43.1122;12.38878
962;corso Italia 25;Liguria;44.1692399;9.6100359
963;via Centrale 5;Emilia-Romagna;45.0601322;9.4924614
964;via Dietro le Mura B 16;Trentino – Alto Adige/Südtirol;46.0682441;11.1267449
965;via Serviliano Lattuada 2;Lombardy;45.4534608;9.2039158
966;via Riccardo Wagner 3;Sicily;38.1240364;13.3585707
967;contrada Pontoni 72;Molise;41.8031229;14.6165004
968;via Altura 11 bis;Emilia-Romagna;44.4685075;11.3951815
969;via Sant'Antioco 1;Sardinia;39.5639241;8.8975057
970;via Trieste 9;Lazio;42.0935626;11.791451
971;Porto turistico 11;Lombardy;45.8090573;10.0698066
972;via Antonello da Messina 3;Sicily;37.6173662;15.1000597
973;via Enrico Caronti 69;Lombardy;45.8495215;9.1089898
974;via Ubaldo de' Medici 50;Calabria;38.9667;16.2833
975;via Graziani 56;Trentino – Alto Adige/Südtirol;45.8897;10.9753
976;via Vittorio Emanuele 452;Sicily;38.1139277;13.3572713
977;via Bucceri;Sicily;38.1942226;15.35669
978;via Sant'Antonio da Padova 3;Piedmont;45.068459;7.6662057
979;via Grimaldi 55;Sicily;36.8599187;14.7610827
980;via Colapesce 2;Calabria;38.7368473;16.1640511
981;strada de Saslonch 176, località Col de Soldai;Trentino – Alto Adige/Südtirol;46.3765;11.6594
982;via Chiantigiana 5;Tuscany;43.7388315;11.2980879
983;largo del Forno 16;Abruzzo;42.7508533;13.9576286
984;sestiere San Marco 1243;Veneto;45.4371;12.3327
985;corso Cuneo 28;Liguria;43.8425087;7.5912553
986;via Senatore Dallorso 10;Liguria;44.3306;9.3458
987;via Mazzini 26;Lombardy;45.4169989;9.3984697
988;via Savona 41;Lombardy;45.4534852;9.1620218
989;via dei Bossi 3;Lombardy;45.4674203;9.1862601
990;Calata Cattaneo, 15, Edificio Millo, Porto Antico;Liguria;44.4063;8.9339
991;via Fratti 1;Tuscany;42.9212448;10.7568208
992;via Gabriele d'Annunzio 4r/a;Tuscany;44.1931;11.3347
993;piazzetta Nicolò Rasmo 7;Trentino – Alto Adige/Südtirol;46.0711211;11.1247229
994;via Macaggi 53;Liguria;44.4023322;8.9417405
995;via Don Santo Carminati 9;Lombardy;45.7432296;9.6528778
996;via Castelnuovo 9;Emilia-Romagna;44.8313892;11.6198015
997;via Giuseppe Mazzini 13;Lombardy;45.6604169;8.7906142
998;SS 7bis Km 50;Campania;40.8507;14.5563
999;viale Europa 18;Friuli – Venezia Giulia;45.6892148;13.1323257
1000;viale della Repubblica 3;Veneto;45.5537218;12.2945282
1001;via Ludovica 1660, loc. Sesto di Moriano;Tuscany;43.9240042;10.5267651
1002;via Libertà 18;Lombardy;45.446802;9.0340326
1003;piazza dei Signori 2;Veneto;45.4435646;10.9978476
1004;piazza Paolo 9;Emilia-Romagna;44.9103257;9.5970407
1005;via Ceresio 7;Lombardy;45.4835174;9.1803112
1006;piazza della Repubblica 4;Piedmont;45.1356522;7.6256887
1007;Località Crodo;Piedmont;46.2173;8.3224
1008;piazza della Signoria 10;Tuscany;43.7697383;11.2566968
1009;piazza Trinità dei Monti 6;Lazio;41.9059856;12.4836915
1010;via Aurelia 2121;Liguria;44.2955983;9.3693487
1011;via San Leonardo 124;Emilia-Romagna;44.8287039;10.336996
1012;contrada Maurino;Basilicata;39.9972;15.7927
1013;via Naviglio 25/c;Emilia-Romagna;44.2883086;11.8833334
1014;stradone Roma 8;Veneto;45.4865;11.1783
1015;località Case Negri 116;Emilia-Romagna;44.915;9.6044
1016;via Chiassi 19;Lombardy;45.3936196;10.4890812
1017;piazza Petrini 1, località Canezza di Pergine;Trentino – Alto Adige/Südtirol;46.078163;11.2780445
1018;via Colombo 38;Apulia;41.9490985;16.0131105
1019;via della Chiesa di Gragnano 36;Tuscany;43.8628845;10.6128088
1020;via XXV Aprile 75;Lombardy;45.4772212;10.6108578
1021;via Pavese 4;Lombardy;45.5110311;9.2332107
1022;via degli Astronauti 2;Sardinia;40.9081684;9.5135008
1023;via Metastasio 21;Lazio;41.9020366;12.4759146
1024;via Campagnola 45;Lombardy;45.5520272;10.5336282
1025;via Santa Maria 19;Emilia-Romagna;44.0718925;12.3232434
1026;via San Protaso 5;Lombardy;45.4661106;9.187667
1027;via Andrea Mensa 37/g;Piedmont;45.1351314;7.6259512
1028;via Pisani Dossi 28;Lombardy;45.4221499;8.9384422
1029;via Ghibellina 17;Tuscany;43.274635;11.9834995
1030;via Blandini 9;Sicily;36.8649959;14.76401
1031;via Dante 16;Lombardy;45.4930449;10.608637
1032;frazione Ronchi 3/a;Trentino – Alto Adige/Südtirol;46.77859185;11.8772172
1033;via Runch 11;Trentino – Alto Adige/Südtirol;46.1393667;10.7738251
1034;calle del Mondo Novo, sestiere  Castello 5801;Veneto;45.6206;12.315
1035;via Verdefiore 25;Marche;43.3183;13.5954
1036;via Passignano 33;Tuscany;43.5692137;11.2194892
1037;via Roma 47;Liguria;43.9279719;7.8436726
1038;via Jacopo Durandi 13;Piedmont;45.0818217;7.6599959
1039;via XXIV Maggio 24;Emilia-Romagna;44.3073402;10.7312339
1040;corso Italia 6;Lombardy;45.4599434;9.1879995
1041;Via dei Capitelli 5/a;Friuli – Venezia Giulia;45.6480023;13.7678098
1042;Plan de Corones, alt. 2235;Trentino – Alto Adige/Südtirol;46.7768;11.9515
1043;via Circondariale San Francesco 2;Emilia-Romagna;44.5370717;10.8245971
1044;via Montaldino 19;Piedmont;44.825448;8.2511715
1045;via San Sossio 2;Campania;40.8882752;14.4444783
1046;via dei Serragli 3r;Tuscany;43.7682303;11.2461289
1047;viale Gramsci 122;Calabria;39.0753384;17.1301127
1048;via Suffragio 2;Abruzzo;41.8702;14.0667
1049;piazza Soncino 19;Lombardy;45.4457688;9.0338379
1050;via Cavour 7;Lombardy;45.5855237;10.5465412
1051;via Stigliani 44;Basilicata;40.669437;16.6072834
1052;piazza Veneto 26/a;Tuscany;42.6643738;11.5044445
1053;viale Regina Elena 28;Emilia-Romagna;44.0602322;12.5892207
1054;via dell'Indipendenza 69;Emilia-Romagna;44.5021975;11.3445671
1055;via prevosto Wieser 5;Trentino – Alto Adige/Südtirol;46.5889784;11.1456682
1056;via Cantone 1;Sicily;38.1321335;14.9480511
1057;Contrada Passo di Gurra  SP 79 km 91;Sicily;37.6041;12.9689
1058;via Piero della Francesca 34;Lombardy;45.4837794;9.1642847
1059;via Morengo 164;Lombardy;45.5323638;9.6735294
1060;via IV Novembre 86;Lombardy;45.8244273;10.8124494
1061;via Riccati 28;Veneto;45.6671507;12.2402514
1062;via Cascinette 1;Lombardy;45.7768081;9.1959938
1063;via Romeo Papandrea 10;Sardinia;40.9255105;9.50275
1064;via Roma 13;Piedmont;45.5761921;8.4380005
1065;salita Cappuccini 4;Liguria;44.1467;9.6549
1066;via dei Mastri Lombardi 24;Abruzzo;41.8870567;14.0699622
1067;via Roma 351;Veneto;45.2505483;12.0181789
1068;via delle Erbe 6;Tuscany;43.0949555;11.7826271
1069;via Olivetta 87;Emilia-Romagna;44.4458694;11.1982727
1070;Località Cortona 19;Friuli – Venezia Giulia;45.8173897;13.4127221
1071;via Carere 10;Lombardy;45.6223167;10.5618945
1072;località Borro 52;Tuscany;43.5883;11.6288
1073;piazza Umberto I 14;Campania;40.9391;14.7465
1074;piazza San Francesco 19;Emilia-Romagna;44.7688492;9.3867514
1075;corso San Maurizio 69 bis/g;Piedmont;45.0669366;7.6977088
1076;Località Pescina 9;Tuscany;42.929;11.5574
1077;via Cicerone 20;Lazio;41.789012;12.6686748
1078;via Olmadella 11, località Balignano;Emilia-Romagna;44.0943365;12.3404405
1079;via Trebinger 22;Trentino – Alto Adige/Südtirol;46.5751;11.6684
1080;corso Zanardelli 150;Lombardy;45.6260412;10.5844968
1081;viale Borri 348;Lombardy;45.810698;8.8352795
1082;via Filippo Turati 81;Sicily;37.2475102;15.2202491
1083;viale Giuseppe Mazzini 103;Campania;40.7482447;14.5047911
1084;via Francesco Anzani 19;Veneto;45.4468702;10.9893297
1085;via dei Mille 18;Lazio;41.9038112;12.5033065
1086;via del Drago d'Oro 1r;Tuscany;43.7699311;11.2427537
1087;Contrada San Lorenzo 28;Marche;43.3155808;13.2537657
1088;via Bondi 473/a;Lombardy;46.537314;10.1403288
1089;piazza Regina Elena 22;Piedmont;44.2770141;7.3976302
1090;via Aurelia Orientale 369;Liguria;44.3432986;9.2448467
1091;via Aniello Califano 4;Campania;40.629361;14.3806021
1092;strada del Nascimben 1/a;Veneto;45.6529;12.2118
1093;corso Zanitello 2;Piedmont;45.9214;8.5518
1094;via Johann Georg Plazer 10;Trentino – Alto Adige/Südtirol;46.4627;11.2752
1095;piazza Municipio 1;Trentino – Alto Adige/Südtirol;46.4554026;11.2589707
1096;via dei Gracchi 31;Lazio;41.9099932;12.4705585
1097;via Sacchi 1;Emilia-Romagna;44.355605;11.7123718
1098;via Roma 42;Lazio;41.85869;13.03601
1099;via del Mulino 6;Abruzzo;42.4549244;14.132431
1100;via Citille 43/b;Tuscany;43.6050201;11.3079016
1101;via Dietro la Chiesa 3/4;Abruzzo;42.5162734;13.9114696
1102;via Lelio Basso 9;Lombardy;45.4044361;9.1740745
1103;via Ticciano 137;Campania;40.6455583;14.4520178
1104;via Molino Faenza 19, località Guallina;Lombardy;45.2494;8.733
1105;via Lazzaro Papi 18;Lombardy;45.4511719;9.2078088
1106;via Abetone Inferiore 1;Emilia-Romagna;44.530077;10.864953
1107;località Lora 2;Piedmont;44.6178;8.1824
1108;via Alberto Giovanelli 2;Veneto;45.3659;11.4271
1109;via Sile 6;Veneto;45.5651954;12.4065332
1110;via Lino Carlo del Favero 11;Veneto;45.9517;12.3503
1111;via Marrochelle 52;Campania;41.2029;14.4392
1112;Località Piana Santa Liberata;Abruzzo;41.7673;14.0985
1113;via del Praticello Alto 7;Lazio;42.0767121;12.3906573
1114;via Bolgherese km 3,9, località San Walfredo;Tuscany;43.2694;10.5431
1115;via dei Mille 2/b;Sicily;38.1550124;13.0817232
1116;piazza San Carlo 156;Piedmont;45.0682992;7.6823344
1117;piazza delle Sirene 10/11;Campania;40.5835975;14.356747
1118;via Macello 8;Veneto;45.4358781;10.9993436
1119;vicolo Rizzardo 2;Lombardy;45.5393362;10.2178519
1120;Contrada Bigini snc;Sicily;37.411;14.2475
1121;via Comune Antico 15;Lombardy;45.5034819;9.2092725
1122;via Monte Bianco 2/a;Lombardy;45.4745942;9.1509944
1123;via di Santa Maria de' Calderari 49;Lazio;41.8931205;12.4760911
1124;via Ermanno Fenoglietti 20/b;Piedmont;45.0348774;7.6671081
1125;via Borgo Vico 107;Lombardy;45.8115046;9.0701478
1126;via Sant'Ambrogio 55;Piedmont;45.1113125;7.3837613
1127;via Umberto I 2;Lazio;42.409;12.7655402
1128;via Giulio Pastore 2;Emilia-Romagna;44.0771787;12.5269737
1129;località San Sebastiano 68;Piedmont;44.5698173;7.9682681
1130;Cascina Coldana, via del Costino;Lombardy;45.3099;9.5009
1131;via Panfilo Castaldi 19;Lombardy;45.4772438;9.2020838
1132;piazza Castello 8;Friuli – Venezia Giulia;46.1104914;12.9060421
1133;via Cappelini 25;Lombardy;45.4643;9.1895
1134;via Antonio Serra 15;Lazio;41.9431781;12.4732634
1135;via della Mattonaia 27r;Tuscany;43.7732979;11.2689636
1136;corso Cavour 37;Apulia;40.7312961;17.5791981
1137;via Linfano 47;Trentino – Alto Adige/Südtirol;45.8873217;10.8789638
1138;via Mirolte 53;Lombardy;45.6592413;10.0503152
1139;via del Baluardo 7;Lazio;41.4569048;12.6603568
1140;Via Salaria 57;Lazio;42.0705069;12.5987984
1141;via Ettore Celi 15;Sicily;38.2185593;15.2379343
1142;via Carlo Alberto 35;Piedmont;45.0652254;7.6840243
1143;via Volturno 54;Lazio;41.9037963;12.500695
1144;via dell'Arco 37;Veneto;45.4051519;11.8755083
1145;strada Farnese 74;Emilia-Romagna;44.7747435;10.2998454
1146;via de Nicastri 10;Apulia;41.507591;15.3361285
1147;piazzale Rosselli;Liguria;44.2061;8.4146
1148;SP 9 di Pievasciata 32;Tuscany;43.3898684;11.385734
1149;via Piolet 1;Aosta Valley;45.9333;7.6333
1150;via Olina 18;Piedmont;45.7991326;8.4057636
1151;via Ormea 6 bis;Piedmont;45.0590327;7.6854344
1152;Via Venezia 30;Veneto;45.4419067;10.7031281
1153;località Kaberlaba 19;Veneto;45.85;11.6
1154;via di Petriolo 7;Tuscany;43.7425513;10.8485555
1155;strada di Bertesina 313;Veneto;45.5588446;11.5923482
1156;località Cime di Dolegna 12;Friuli – Venezia Giulia;46.0243017;13.4880428
1157;corte Isolani 2;Emilia-Romagna;44.4928702;11.3485517
1158;contra' Pacche 2, località Tretto;Veneto;45.7475183;11.3355761
1159;vico Falamonica 9 r;Liguria;44.4081063;8.9339114
1160;via San Felice 50/a;Emilia-Romagna;44.4978423;11.3311244
1161;via Vodice 25;Lazio;41.9181067;12.4613931
1162;via Giovanni Augustariccio 33;Campania;40.6349;14.6024
1163;via Carlo Ravizza 4;Lombardy;45.4674763;9.1527278
1164;via Giuseppe Verdi 143;Sicily;37.5108559;15.0926459
1165;vicolo Villadorata;Sicily;36.717;15.0906
1166;via Marina Piccola 120;Campania;40.549807;14.2371782
1167;via Vittor Pisani 6;Lombardy;45.4808441;9.1997935
1168;via Mauro Comite 9;Campania;40.6349;14.6024
1169;piazza Garibaldi 10;Lombardy;45.9130024;9.3161108
1170;strada Sassongher 2;Trentino – Alto Adige/Südtirol;46.5528496;11.8736576
1171;via Matteo Camera 12;Campania;40.6338661;14.6023416
1172;via Marconi 10;Lombardy;45.4222731;9.0537653
1173;via delle Seggiole 12r;Tuscany;43.7711166;11.2599755
1174;Bovo Marina;Sicily;37.3881246;13.2968286
1175;piazza dei Signori 1;Veneto;45.5473055;11.5458228
1176;largo Gelso 16;Apulia;40.9970655;17.2172048
1177;piazza San Domenico Maggiore 5-7;Campania;40.8484967;14.2549043
1178;via Severino Grattoni 8;Lombardy;44.9934585;9.0086349
1179;viale Cesare Battisti 3;Lombardy;45.5388177;9.9286245
1180;via Martiri Partigiani 5;Lombardy;45.0766539;9.3005886
1181;via Ivrea 109;Piedmont;45.3335286;7.7267314
1182;via della Resistenza 23;Lombardy;45.4387126;9.2951071
1183;via Traversa dei Monti 201, località Colombaio Tozzi;Tuscany;43.0835485;11.5483528
1184;via del Gambero 4;Emilia-Romagna;44.836266;11.6227531
1185;corso Vittorio Emanuele II 380;Sardinia;39.2205556;9.1071422
1186;Località Talloria 1;Piedmont;44.6178;8.1824
1187;via Provinciale 1;Piedmont;45.8166;8.407
1188;via Vallada 18;Piedmont;44.5823322;7.9670054
1189;lungomare Guido Spadazzi 12;Emilia-Romagna;44.0325961;12.6215761
1190;via Giovanni XXIII 110;Emilia-Romagna;44.793671;10.8759853
1191;via Santarcangiolese 62;Emilia-Romagna;43.985414;12.4024479
1192;via Parco Begni 7;Emilia-Romagna;43.8184958;12.2669882
1193;via Marconi 93;Lombardy;45.4927097;10.512968
1194;via Tollarini 70/c, località Pontagna di Temù;Lombardy;46.25896;10.51048
1195;via Litoranea Sud 71, Bagni 70;Emilia-Romagna;43.9771;12.698
1196;piazza Umberto I 13-14;Umbria;43.0290729;12.0987913
1197;via Cavour 35;Piedmont;45.8840503;8.5394251
1198;via Palestro 10;Emilia-Romagna;44.8372371;11.6229379
1199;piazza Carducci 5/6;Lombardy;45.4923645;10.6070669
1200;Località Saint Maurice 57;Aosta Valley;45.6931;7.1824
1201;via San Pasquale 68;Campania;41.038449;14.3060342
1202;via dell'Arancio 69;Lazio;41.904512;12.4768955
1203;via Saroch 1272;Lombardy;46.5275815;10.1269152
1204;via Augusto Riboty 20/c;Lazio;41.9154193;12.4546828
1205;Via Emilia Est 1496;Emilia-Romagna;44.6223605;10.9829509
1206;via Ronchi 1;Veneto;45.5924085;12.0412315
1207;via Plinio 39;Campania;40.7496332;14.4660323
1208;via Giuseppe Mazzini 36;Lombardy;45.5251004;10.1592189
1209;via Sebastiano Satta 28;Sardinia;39.3091829;8.9696247
1210;via Santa Chiara 26;Campania;40.6460667;14.610605
1211;via Cadlolo 101;Lazio;41.9189872;12.4465969
1212;via Duccio di Buoninsegna 25;Lazio;41.8297961;12.4900693
1213;via Venosta 4;Trentino – Alto Adige/Südtirol;46.6782312;11.1192664
1214;SP3 Alba-Barolo 122;Piedmont;44.6315464;7.9629887
1215;via Pomè 10;Lombardy;45.5300826;9.0426651
1216;via Sant'Alò;Umbria;42.5623441;12.644321
1217;via Fra' Bartolomeo 13;Tuscany;43.8733045;11.1082349
1218;via Andrea Doria 17/f;Piedmont;45.0639545;7.6848472
1219;Località Alverà;Veneto;46.5400427;12.1448972
1220;contrada Portelle;Sicily;36.9615;14.9736
1221;piazza XXIV Maggio 3;Emilia-Romagna;44.6530389;10.7819058
1222;viale Villa d'Errico 10;Basilicata;40.9355014;15.972045
1223;corso Italia 149;Liguria;44.1508176;8.2873008
1224;via Fegina 104;Liguria;44.1452584;9.6465283
1225;via Montetignuso 4;Campania;40.7255364;13.9452537
1226;via Pennino 28;Basilicata;40.6652263;16.6102503
1227;vico Napolitano 14;Sicily;36.857058;14.7601873
1228;via San Francesco 20;Emilia-Romagna;44.779599;10.881901
1229;via Sassari 25;Sardinia;39.2927044;8.9973054
1230;via Castelmaraldo 45;Emilia-Romagna;44.6491807;10.9238038
1231;via Cosari 4/6, località San Tomio;Veneto;45.2884;11.2727
1232;via Gualco 82, località Struppa;Liguria;44.4446076;8.9992479
1233;via San Rocco 47;Friuli – Venezia Giulia;46.034416;12.6815008
1234;via San Pio X 2;Veneto;45.5036049;11.4147979
1235;via Carducci 61;Tuscany;43.9586435;10.1697824
1236;via Della Repubblica 348;Tuscany;43.8639392;10.8168524
1237;via dell'Orizzonte 1;Marche;43.9640639;12.7742141
1238;via Lionelli 62;Apulia;41.2808929;16.416065
1239;piazza Raimondo 2;Piedmont;44.7664056;8.0678703
1240;via Corsi 44 r;Liguria;44.4258124;8.8408489
1241;lungomare Amerigo Vespucci 50;Apulia;41.8852457;16.1778775
1242;via San Calocero 3;Lombardy;45.4582434;9.1762156
1243;via dei Cassari 35;Liguria;44.3070647;8.4836102
1244;via Anita Garibaldi 4;Lombardy;45.5853148;9.2782653
1245;via Panoramica 4;Lombardy;45.539964;10.2337779
1246;via delle Terme 8/A;Sardinia;40.9248251;9.5028514
1247;piazza Lorenzo Ghiberti 87 r;Tuscany;43.7705597;11.2674742
1248;frazione Monterotondo 56;Piedmont;44.6863;8.8072
1249;viale Pasitea 318;Campania;40.6283;14.4843
1250;viale Manin 4a;Tuscany;43.8688392;10.242632
1251;via delle Palme 44 d/e;Lazio;41.89193;12.51133
1252;via Goffredo Mameli 15;Lazio;41.8889228;12.4675774
1253;piazzetta Bruno Lunelli 5;Trentino – Alto Adige/Südtirol;46.0694744;11.1252167
1254;strada Damez 2/a;Trentino – Alto Adige/Südtirol;46.5991923;11.8989431
1255;largo del Teatro 3;Marche;43.1799989;13.7927689
1256;via Pescheria Vecchia 26;Marche;43.3008196;13.4544397
1257;strada Racines di Dentro 51;Trentino – Alto Adige/Südtirol;46.6309;11.5381
1258;località Prati 21;Veneto;45.4865022;10.7674726
1259;strada Castello, 20 - Colla Micheri;Liguria;43.9535;8.1546
1260;calle Stua Cannaregio, sestiere Cannaregio 3628;Veneto;45.4453;12.3326
1261;via Scalandrone 15, località Lucrino;Campania;40.8323832;14.0706782
1262;via Dante Alighieri 18;Lombardy;45.7982614;9.3548362
1263;via Ambrogio Aonzo 31r;Liguria;44.3081209;8.4824918
1264;str. Burje 11;Trentino – Alto Adige/Südtirol;46.554;11.8561
1265;corso Italia 294;Sicily;37.5162058;15.1037706
1266;via Nicola Botta 15;Sicily;38.0388241;14.0219613
1267;via Martiri della Libertà 9;Piedmont;45.0078866;7.8232941
1268;contrada Paola 6;Calabria;38.6756535;15.9058465
1269;piazza Rudalza 6;Sardinia;41.02753;9.54047
1270;lungotevere delle Armi 22/23;Lazio;41.9142331;12.4696856
1271;viale Ugo Foscolo 10;Tuscany;43.8688767;10.2444787
1272;SS 145 Sorrentina km 13,900;Campania;40.6598;14.4339
1273;via Molara 11;Sardinia;40.8801109;9.6354078
1274;via Antonio Gramsci 10;Lombardy;45.5363786;10.2186
1275;viale Rimembranze 1;Veneto;45.2306082;11.6599601
1276;via Marche 66;Lazio;42.0826522;11.8153276
1277;via dell'Arco della Ciambella 20;Lazio;41.8968095;12.4768677
1278;via di Porta Pinciana 14;Lazio;41.9078886;12.4867923
1279;Località Su Gologone;Sardinia;40.27617;9.40193
1280;lungomare Trento 37;Abruzzo;42.6913079;14.006823
1281;piazza Cavour 28;Lombardy;45.5670982;9.9986162
1282;via Sabaudia 4;Piedmont;45.0355627;7.6838216
1283;via del Corso 6;Tuscany;43.7715238;11.2572197
1284;via Amedeo di Savoia 5;Piedmont;44.6831929;7.8941137
1285;via Monte di Pietà 23;Piedmont;45.0715005;7.6793663
1286;via Feniletto 2, località Vallese;Veneto;45.3143567;11.1172799
1287;Laubengasse 2;Trentino – Alto Adige/Südtirol;46.6704965;10.5533929
1288;via al Duca 23/d;Piedmont;44.9177469;8.2082067
1289;via Colle San Bartolomeo 4;Campania;40.7484255;14.4992992
1290;via Giovanni Paladino 26;Campania;40.8471951;14.2571354
1291;via Don Ermolao Barattin 23;Veneto;46.1778761;12.3938775
1292;via Giolitti 52/a;Piedmont;45.063135;7.6928491
1293;Via Serra 21/d;Piedmont;44.7530545;8.0532821
1294;Via IV  Novembre 66;Tuscany;43.6573924;11.1867069
1295;via Teatro Greco 59;Sicily;37.8521312;15.2909298
1296;via San Giovanni del Toro 28;Campania;40.6510145;14.6131188
1297;via Marradi 11;Emilia-Romagna;44.3058714;12.3460919
1298;via Guido De Ruggiero 108;Campania;40.9122917;14.4243995
